token,Headword,orth,gram,SenseNumber,sentence,author_surname,date,title,slug_obra,page_num
Clitoris,clitóris,clitóris,,1,[[b]]Clitoris[[/b]]. Est. 5. fig. 1. n.,SANTUCCI,1739,Anatomia do Corpo Humano,anatomiasantucci,80
clitoris,clitóris,clitóris,,1,"4 Descubertas estas partes mais externas, apparecem as outras, que saõ mais occultas, e
            saõ as seguintes. Na parte superior das pudendas està a [[b]]clitoris[[/b]], que he hum corpo roliço, o qual na grandeza, e na figura, he como a
            extrema parte do dedo mèminho de huma criança, a sua substancia he esponjosa, e muy
            semelhante à do membro viril.",SANTUCCI,1739,Anatomia do Corpo Humano,anatomiasantucci,80
clitoris,clitóris,clitóris,,1,Glande da [[b]]clitoris[[/b]].,SANTUCCI,1739,Anatomia do Corpo Humano,anatomiasantucci,80
clitoris,clitóris,clitóris,,1,"Na [[b]]clitoris[[/b]] se observaõ dous corpos a modo de
              pernas, nascidas dos ossos da pubes, e a sua extremidade chamada glande naõ he
              furada.",SANTUCCI,1739,Anatomia do Corpo Humano,anatomiasantucci,80
clitoris,clitóris,clitóris,,1,"As sobreditas pernas saõ tres tres vezes mais compridas, que a mesma tres vezes mais compridas, que a mesma [[b]]clitoris[[/b]].",SANTUCCI,1739,Anatomia do Corpo Humano,anatomiasantucci,81
placenta,placenta,placenta,,1,Á membrana chamada chorion està unida a [[b]]placenta[[/b]] .,SANTUCCI,1739,Anatomia do Corpo Humano,anatomiasantucci,93
placenta,placenta,placenta,,1,"O tamanho da  [[b]]placenta[[/b]] em huns sogeitos he mayor, em outros menor,
              pela mayor parte excede a quantidade do meyo pè.",SANTUCCI,1739,Anatomia do Corpo Humano,anatomiasantucci,94
placentas,placenta,placenta,,1,"Nas vacas, e nas ovelhas, se achaõ muitas
                [[b]]placentas[[/b]], ainda que o feto seja só hum, e estaõ em
              varios lugares, mas unidas ao utero.",SANTUCCI,1739,Anatomia do Corpo Humano,anatomiasantucci,94
medullar,medular,medular,,2,"Desta substancia oleosa, e
                 [[b]]medullar[[/b]] necessitaõ os ossos, porque
              saindo dos seus pòros, tempéra com sua untuosidade as particulas do sangue, que devem
              nutrir os mesmos ossos, e tambem serve para os conservar no seu temperamento,
              lubrificando, e impedindo, que pela muita sequidaõ não se quebrem facilmente.",SANTUCCI,1739,Anatomia do Corpo Humano,anatomiasantucci,247
occiput,ócciput,ócciput,,1,"Principîa esta na parte posterior da cabeça de
              huma parte, e outra do osso chamado [[b]]occiput[[/b]], ou toutiço,
              e obliquamente vay subindo ate o meyo da cabeça, e fórma hum ângulo, e por isso se
              chama angular: une o osso do toutiço aos ossos do synciput, ou molleira, e das
              fontes.",SANTUCCI,1739,Anatomia do Corpo Humano,anatomiasantucci,252
occiput,ócciput,ócciput,,1,"Aquelles que pertecem ao craneo saõ os seguintes: o osso da testa, dous do
              synciput, ou moleira; hum do [[b]]occiput[[/b]], ou toutiço; e dous
              das fontes.",SANTUCCI,1739,Anatomia do Corpo Humano,anatomiasantucci,255
orbita,órbita,órbita,,1,"As Apophisis, ou processos deste osso, saõ quatro, e estaõ nos quatro cantos dos
              olhos, os quaes servem para fazer na parte da  [[b]]orbita[[/b]]
              superior o assento, ou base aos musculos, que fechaõ as capellas.",SANTUCCI,1739,Anatomia do Corpo Humano,anatomiasantucci,256
orbitas,órbita,órbitas,,1,"O osso da testa tem tambem certas cavidades, humas são
              externas, e saõ aquellas, que ajudaõ a formar a cavidade das [[b]]orbitas[[/b]]; outras saõ internas, e se chamaõ Lyras, servem estas
              de commodidade aos lobos dos miollos.",SANTUCCI,1739,Anatomia do Corpo Humano,anatomiasantucci,256
Occiput,ócciput,Ócciput,,1,"O osso do toutiço chamado tambem [[b]]Occiput[[/b]] osso Proræ, e o osso da memoria tem figura triangular, a grossura
              naõ he igual em todo o osso; porém he muy grosso, exceptuado na parte, que està perto
              do buraco grande, por onde passa a medulla espinhal.",SANTUCCI,1739,Anatomia do Corpo Humano,anatomiasantucci,258
musculos,músculo,músculos,plural,1,"Aos lados deste grande buraco estaõ dous processos, ou apophisis, chamados
              Coronides, e estaõ cubertos de cartilagem, e se articulaõ por harthrodia com a
              primeira vertebra do pescoço para o movimento da cabeça: em alguns observa-se o
              terceiro processo, que està levantado no meyo daquelle osso, e serve de insersaõ dos
                 [[b]]musculos[[/b]] da cabeça;
              aquelles, nos quaes falta o dito processo, em lugar delle o mesmo osso do toutiço se
              acha mais levantado, e feito convexo.",SANTUCCI,1739,Anatomia do Corpo Humano,anatomiasantucci,258
Occiput,ócciput,Ócciput,,1,"O osso do toutiço, ou  [[b]]Occiput[[/b]]",SANTUCCI,1739,Anatomia do Corpo Humano,anatomiasantucci,258
musculos,músculo,músculos,plural,1,"As cavidades externas, que saõ aquellas, que estaõ de ambos os lados do buraco
              grande, servem de receber os processos superiores da primeira vertebra; e a estes
              seyos, ou cavidades estaõ pegados os [[b]]musculos[[/b]], que levantaõ a cabeça.",SANTUCCI,1739,Anatomia do Corpo Humano,anatomiasantucci,259
papillas,papila,papilas,feminino plural,2,"Qualquer destes ossos das fontes exteriormente tem hum processo chamado
              mastoideo, ou mamillar, por causa de ser semelhante às [[b]]papillas[[/b]] das tetas das
              vacas.",SANTUCCI,1739,Anatomia do Corpo Humano,anatomiasantucci,260
musculos,músculo,músculos,plural,1,"Serve o dito processo styloides de ponto fixo aos [[b]]musculos[[/b]] styloideo, styloglosso, e stylopharingeo.",SANTUCCI,1739,Anatomia do Corpo Humano,anatomiasantucci,261
musculos,músculo,músculos,plural,1,"O processo mastoideo serve de insersaõ aos [[b]]musculos[[/b]] mastoideos, e de principio aos Biventres.",SANTUCCI,1739,Anatomia do Corpo Humano,anatomiasantucci,261
glandula,glândula,glândula,,1,"Os
              internos, que estaõ na parte onde este osso olha para o miollo, saõ tres, chamados
              Elinoides, porque saõ semelhantes aos pés de hum leito, e estes unidos constituem huma
              pequena cavidade, chamada Sella equina Turgica, acima dela está a [[b]]glandula[[/b]] Pituitaria.",SANTUCCI,1739,Anatomia do Corpo Humano,anatomiasantucci,263
glandula,glândula,glândula,,1,"O primeiro he transcolatorio da [[b]]glandula[[/b]]
              Pituitaria, o segundo he por onde passaõ os nervos opticos.",SANTUCCI,1739,Anatomia do Corpo Humano,anatomiasantucci,263
glandula,glândula,glândula,,1,"Tres saõ as cavidades, ou covas, huma he interna, e he aquella, que serve de base
              à [[b]]glandula[[/b]] pituitaria, duas saõ externas, que estaõ no
              principio dos processos Aliformes.",SANTUCCI,1739,Anatomia do Corpo Humano,anatomiasantucci,263
orbita,órbita,órbita,,1,"Está este osso no meyo da base da testa à raiz do nariz, e enche a cavidade do mesmo nariz; e este he o mais pequeno osso dos que compoem o
              craneo. Divide-se este osso em tres partes; a primeira, e superior por ter muitos
              buracos, se chama crivrosa; a interna he esponjosa, com a qual se divide a cavidade do
              nariz em duas partes; a terceira parte occupa os lados, onde he liso, e plano, e
              constitue a parte da [[b]]orbita[[/b]].",SANTUCCI,1739,Anatomia do Corpo Humano,anatomiasantucci,264
MYOLOGIA,Miologia,MIOLOGIA,,1,"LIVRO TERCEIRO DA [[b]]MYOLOGIA[[/b]], OU DOS
          MUSCULOS, e dos movimentos, ou acçaõ dos musculos.",SANTUCCI,1739,Anatomia do Corpo Humano,anatomiasantucci,323
MUSCULO,músculo,músculo,,1,"[[b]]MUSCULO[[/b]] he huma parte organica, e dissimilar do
              corpo, e he orgaõ, ou instrumento de todos os movimentos, que no mesmo corpo se fazem,
              do qual instrumento proxima, e immediatamente depende o movimento.",SANTUCCI,1739,Anatomia do Corpo Humano,anatomiasantucci,323
musculo,músculo,músculo,,1,"Dizemos, que he parte organica, e dissimilar, porque as partes, que compoem o
                 [[b]]musculo[[/b]], ainda que entre si tenhaõ grande
              communicaçaõ, e connexaõ, com tudo saõ muitas em numero, e de diversa
            natureza.",SANTUCCI,1739,Anatomia do Corpo Humano,anatomiasantucci,324
musculo,músculo,músculo,,1,"As partes principaes, e immediatas, que compoem o [[b]]musculo[[/b]], saõ as arterias, veas, nervos, e fibras carnosas, e tendinosas, e
              às vezes a membrana, que cóbre o mesmo musculo.",SANTUCCI,1739,Anatomia do Corpo Humano,anatomiasantucci,324
glandulas,glândula,glândulas,plural,1,"A estas partes se pódem ajuntar as  [[b]]glandulas[[/b]]
              adiposas, e mucilaginosas, e os
              vasos lymphaticos.",SANTUCCI,1739,Anatomia do Corpo Humano,anatomiasantucci,324
adiposas,adiposo,adiposo,feminino plural,1,"A estas partes se pódem ajuntar as  glandulas
              [[b]]adiposas[[/b]], e mucilaginosas, e os
              vasos lymphaticos.",SANTUCCI,1739,Anatomia do Corpo Humano,anatomiasantucci,324
musculo,músculo,músculo,,1,"As arterias, veas, e nervos, saõ como partes integraes, e que ajudaõ a composiçaõ
              do [[b]]musculo[[/b]].",SANTUCCI,1739,Anatomia do Corpo Humano,anatomiasantucci,324
glandulas,glândula,glândulas,plural,1,"As [[b]]glandulas[[/b]]
              adiposas, e mucilaginosas, e os
              vasos lymphaticos administraõ, huma materia untuosa às fibras, com que se facilíta
              mais mais o movimento do musculo.",SANTUCCI,1739,Anatomia do Corpo Humano,anatomiasantucci,324
adiposas,adiposo,adiposo,feminino plural,1,"As glandulas
              [[b]]adiposas[[/b]], e mucilaginosas, e os
              vasos lymphaticos administraõ, huma materia untuosa às fibras, com que se facilíta
              mais mais o movimento do musculo.",SANTUCCI,1739,Anatomia do Corpo Humano,anatomiasantucci,324
musculo,músculo,músculo,,1,"As glandulas
              adiposas, e mucilaginosas, e os
              vasos lymphaticos administraõ, huma materia untuosa às fibras, com que se facilíta
              mais mais o movimento do [[b]]musculo[[/b]].",SANTUCCI,1739,Anatomia do Corpo Humano,anatomiasantucci,325
musculo,músculo,músculo,,1,"As sobreditas fibras do [[b]]musculo[[/b]], ainda que nas suas
              partes tem diverso uso, e nome, por causa da sua diversa estructura, e densidade, com
              tudo saõ hum mesmo corpo; porque onde saõ mais laxas, e deixaõ passar o sangue por
              ellas livremente, representaõ huma cor vermelha, e chamaõ-se carnosas; porèm onde saõ
              mais compactas, e mais unidas entre si, naõ as penetra a parte vermelha do sangue, e
              parecem totalmente brancas, e se chamaõ tendinosas.",SANTUCCI,1739,Anatomia do Corpo Humano,anatomiasantucci,325
musculo,músculo,músculo,,1,"A parte carnosa do  [[b]]musculo[[/b]], que he a média, e mais
              crassa, chama-se ventre do mesmo  musculo, e a parte
              tendinosa constitùe os seus dous extremos, hum chamado cabeça, ou principio, outro
              fim, ou cauda; e estes extremos estaõ firmemente ligados a dous termos, que
              ordinariamente saõ ossos.",SANTUCCI,1739,Anatomia do Corpo Humano,anatomiasantucci,325
musculo,músculo,músculo,,1,"A parte carnosa do  [[b]]musculo[[/b]], que he a média, e mais
              crassa, chama-se ventre do mesmo  musculo, e a parte
              tendinosa constitùe os seus dous extremos, hum chamado cabeça, ou principio, outro
              fim, ou cauda; e estes extremos estaõ firmemente ligados a dous termos, que
              ordinariamente saõ ossos.",SANTUCCI,1739,Anatomia do Corpo Humano,anatomiasantucci,325
musculo,músculo,músculo,,1,"A acçaõ manifesta do [[b]]musculo[[/b]] se faz no seu ventre, o
              qual só endurece na contracçaõ do mesmo musculo, e fazse
              mais branco; tambem muda a sua figura de tal sorte, que as fibras carnosas, que na
              relaxaçaõ do musculo se uniaõ entre si, formando com as
              suas extremidades hum angulo agudo, na contracçaõ fazem hum angulo recto, o qual se
              faz tanto mayor, quanto mais se tira de comprimento ao ventre do mesmo musculo.",SANTUCCI,1739,Anatomia do Corpo Humano,anatomiasantucci,326
musculo,músculo,músculo,,1,"A acçaõ manifesta do [[b]]musculo[[/b]] se faz no seu ventre, o
              qual só endurece na contracçaõ do mesmo musculo, e fazse
              mais branco; tambem muda a sua figura de tal sorte, que as fibras carnosas, que na
              relaxaçaõ do musculo se uniaõ entre si, formando com as
              suas extremidades hum angulo agudo, na contracçaõ fazem hum angulo recto, o qual se
              faz tanto mayor, quanto mais se tira de comprimento ao ventre do mesmo musculo.",SANTUCCI,1739,Anatomia do Corpo Humano,anatomiasantucci,326
musculo,músculo,músculo,,1,"A acçaõ manifesta do [[b]]musculo[[/b]] se faz no seu ventre, o
              qual só endurece na contracçaõ do mesmo musculo, e fazse
              mais branco; tambem muda a sua figura de tal sorte, que as fibras carnosas, que na
              relaxaçaõ do musculo se uniaõ entre si, formando com as
              suas extremidades hum angulo agudo, na contracçaõ fazem hum angulo recto, o qual se
              faz tanto mayor, quanto mais se tira de comprimento ao ventre do mesmo musculo.",SANTUCCI,1739,Anatomia do Corpo Humano,anatomiasantucci,326
musculo,músculo,músculo,,1,"A acçaõ manifesta do [[b]]musculo[[/b]] se faz no seu ventre, o
              qual só endurece na contracçaõ do mesmo musculo, e fazse
              mais branco; tambem muda a sua figura de tal sorte, que as fibras carnosas, que na
              relaxaçaõ do musculo se uniaõ entre si, formando com as
              suas extremidades hum angulo agudo, na contracçaõ fazem hum angulo recto, o qual se
              faz tanto mayor, quanto mais se tira de comprimento ao ventre do mesmo musculo.",SANTUCCI,1739,Anatomia do Corpo Humano,anatomiasantucci,326
musculo,músculo,músculo,,1,"Porèm os extremos, ou os tendoens, posto que se naõ mudem sensivelmente na contracçaõ
              do [[b]]musculo[[/b]], com tudo saõ como cordeis, pelos quaes a
              força do  musculo, que està no seu centro, ou ventre,
              move as partes, que lhe saõ annexas, e as traz para si.",SANTUCCI,1739,Anatomia do Corpo Humano,anatomiasantucci,326
musculo,músculo,músculo,,1,"Porèm os extremos, ou os tendoens, posto que se naõ mudem sensivelmente na contracçaõ
              do [[b]]musculo[[/b]], com tudo saõ como cordeis, pelos quaes a
              força do  musculo, que està no seu centro, ou ventre,
              move as partes, que lhe saõ annexas, e as traz para si.",SANTUCCI,1739,Anatomia do Corpo Humano,anatomiasantucci,326
