token,Headword,orth,gram,SenseNumber,sentence,author_surname,date,title,page,slug_obra
Occiput,ócciput,Ócciput,,1,"O osso do toutiço chamado tambem Occiput osso Proræ, e o osso da memoria tem figura triangular, a grossura
              naõ he igual em todo o osso; porém he muy grosso, exceptuado na parte, que està perto
              do buraco grande, por onde passa a medulla espinhal. (SANTUCCI, 1739, Anatomia do Corpo Humano, p. 258)",SANTUCCI,1739,Anatomia do Corpo Humano,258,anatomiasantucci
musculos,músculo,músculos,plural,1,"Aos lados deste grande buraco estaõ dous processos, ou apophisis, chamados
              Coronides, e estaõ cubertos de cartilagem, e se articulaõ por harthrodia com a
              primeira vertebra do pescoço para o movimento da cabeça: em alguns observa-se o
              terceiro processo, que està levantado no meyo daquelle osso, e serve de insersaõ dos
                 musculos da cabeça;
              aquelles, nos quaes falta o dito processo, em lugar delle o mesmo osso do toutiço se
              acha mais levantado, e feito convexo. (SANTUCCI, 1739, Anatomia do Corpo Humano, p. 258)",SANTUCCI,1739,Anatomia do Corpo Humano,258,anatomiasantucci
Occiput,ócciput,Ócciput,,1,"O osso do toutiço, ou  Occiput (SANTUCCI, 1739, Anatomia do Corpo Humano, p. 258)",SANTUCCI,1739,Anatomia do Corpo Humano,258,anatomiasantucci
musculos,músculo,músculos,plural,1,"As cavidades externas, que saõ aquellas, que estaõ de ambos os lados do buraco
              grande, servem de receber os processos superiores da primeira vertebra; e a estes
              seyos, ou cavidades estaõ pegados os musculos, que levantaõ a cabeça. (SANTUCCI, 1739, Anatomia do Corpo Humano, p. 259)",SANTUCCI,1739,Anatomia do Corpo Humano,259,anatomiasantucci
papillas,papila,papilas,feminino plural,2,"Qualquer destes ossos das fontes exteriormente tem hum processo chamado
              mastoideo, ou mamillar, por causa de ser semelhante às papillas das tetas das
              vacas. (SANTUCCI, 1739, Anatomia do Corpo Humano, p. 260)",SANTUCCI,1739,Anatomia do Corpo Humano,260,anatomiasantucci
musculos,músculo,músculos,plural,1,"Serve o dito processo styloides de ponto fixo aos musculos styloideo, styloglosso, e stylopharingeo. (SANTUCCI, 1739, Anatomia do Corpo Humano, p. 261)",SANTUCCI,1739,Anatomia do Corpo Humano,261,anatomiasantucci
musculos,músculo,músculos,plural,1,"O processo mastoideo serve de insersaõ aos musculos mastoideos, e de principio aos Biventres. (SANTUCCI, 1739, Anatomia do Corpo Humano, p. 261)",SANTUCCI,1739,Anatomia do Corpo Humano,261,anatomiasantucci
glandula,glândula,glândula,,1,"Os
              internos, que estaõ na parte onde este osso olha para o miollo, saõ tres, chamados
              Elinoides, porque saõ semelhantes aos pés de hum leito, e estes unidos constituem huma
              pequena cavidade, chamada Sella equina Turgica, acima dela está a glandula Pituitaria. (SANTUCCI, 1739, Anatomia do Corpo Humano, p. 263)",SANTUCCI,1739,Anatomia do Corpo Humano,263,anatomiasantucci
glandula,glândula,glândula,,1,"O primeiro he transcolatorio da glandula
              Pituitaria, o segundo he por onde passaõ os nervos opticos. (SANTUCCI, 1739, Anatomia do Corpo Humano, p. 263)",SANTUCCI,1739,Anatomia do Corpo Humano,263,anatomiasantucci
glandula,glândula,glândula,,1,"Tres saõ as cavidades, ou covas, huma he interna, e he aquella, que serve de base
              à glandula pituitaria, duas saõ externas, que estaõ no
              principio dos processos Aliformes. (SANTUCCI, 1739, Anatomia do Corpo Humano, p. 263)",SANTUCCI,1739,Anatomia do Corpo Humano,263,anatomiasantucci
orbita,órbita,órbita,,1,"Está este osso no meyo da base da testa à raiz do nariz, e enche a cavidade do mesmo nariz; e este he o mais pequeno osso dos que compoem o
              craneo. Divide-se este osso em tres partes; a primeira, e superior por ter muitos
              buracos, se chama crivrosa; a interna he esponjosa, com a qual se divide a cavidade do
              nariz em duas partes; a terceira parte occupa os lados, onde he liso, e plano, e
              constitue a parte da orbita. (SANTUCCI, 1739, Anatomia do Corpo Humano, p. 264)",SANTUCCI,1739,Anatomia do Corpo Humano,264,anatomiasantucci
MYOLOGIA,Miologia,MIOLOGIA,,1,"LIVRO TERCEIRO DA MYOLOGIA, OU DOS
          MUSCULOS, e dos movimentos, ou acçaõ dos musculos. (SANTUCCI, 1739, Anatomia do Corpo Humano, p. 323)",SANTUCCI,1739,Anatomia do Corpo Humano,323,anatomiasantucci
MUSCULO,músculo,músculo,,1,"MUSCULO he huma parte organica, e dissimilar do
              corpo, e he orgaõ, ou instrumento de todos os movimentos, que no mesmo corpo se fazem,
              do qual instrumento proxima, e immediatamente depende o movimento. (SANTUCCI, 1739, Anatomia do Corpo Humano, p. 323)",SANTUCCI,1739,Anatomia do Corpo Humano,323,anatomiasantucci
musculo,músculo,músculo,,1,"Dizemos, que he parte organica, e dissimilar, porque as partes, que compoem o
                 musculo, ainda que entre si tenhaõ grande
              communicaçaõ, e connexaõ, com tudo saõ muitas em numero, e de diversa
            natureza. (SANTUCCI, 1739, Anatomia do Corpo Humano, p. 324)",SANTUCCI,1739,Anatomia do Corpo Humano,324,anatomiasantucci
musculo,músculo,músculo,,1,"As partes principaes, e immediatas, que compoem o musculo, saõ as arterias, veas, nervos, e fibras carnosas, e tendinosas, e
              às vezes a membrana, que cóbre o mesmo musculo. (SANTUCCI, 1739, Anatomia do Corpo Humano, p. 324)",SANTUCCI,1739,Anatomia do Corpo Humano,324,anatomiasantucci
glandulas,glândula,glândulas,plural,1,"A estas partes se pódem ajuntar as  glandulas
              adiposas, e mucilaginosas, e os
              vasos lymphaticos. (SANTUCCI, 1739, Anatomia do Corpo Humano, p. 324)",SANTUCCI,1739,Anatomia do Corpo Humano,324,anatomiasantucci
adiposas,adiposo,adiposo,feminino plural,1,"A estas partes se pódem ajuntar as  glandulas
              adiposas, e mucilaginosas, e os
              vasos lymphaticos. (SANTUCCI, 1739, Anatomia do Corpo Humano, p. 324)",SANTUCCI,1739,Anatomia do Corpo Humano,324,anatomiasantucci
musculo,músculo,músculo,,1,"As arterias, veas, e nervos, saõ como partes integraes, e que ajudaõ a composiçaõ
              do musculo. (SANTUCCI, 1739, Anatomia do Corpo Humano, p. 324)",SANTUCCI,1739,Anatomia do Corpo Humano,324,anatomiasantucci
glandulas,glândula,glândulas,plural,1,"As glandulas
              adiposas, e mucilaginosas, e os
              vasos lymphaticos administraõ, huma materia untuosa às fibras, com que se facilíta
              mais mais o movimento do musculo. (SANTUCCI, 1739, Anatomia do Corpo Humano, p. 324)",SANTUCCI,1739,Anatomia do Corpo Humano,324,anatomiasantucci
adiposas,adiposo,adiposo,feminino plural,1,"As glandulas
              adiposas, e mucilaginosas, e os
              vasos lymphaticos administraõ, huma materia untuosa às fibras, com que se facilíta
              mais mais o movimento do musculo. (SANTUCCI, 1739, Anatomia do Corpo Humano, p. 324)",SANTUCCI,1739,Anatomia do Corpo Humano,324,anatomiasantucci
musculo,músculo,músculo,,1,"As glandulas
              adiposas, e mucilaginosas, e os
              vasos lymphaticos administraõ, huma materia untuosa às fibras, com que se facilíta
              mais mais o movimento do musculo. (SANTUCCI, 1739, Anatomia do Corpo Humano, p. 325)",SANTUCCI,1739,Anatomia do Corpo Humano,325,anatomiasantucci
musculo,músculo,músculo,,1,"As sobreditas fibras do musculo, ainda que nas suas
              partes tem diverso uso, e nome, por causa da sua diversa estructura, e densidade, com
              tudo saõ hum mesmo corpo; porque onde saõ mais laxas, e deixaõ passar o sangue por
              ellas livremente, representaõ huma cor vermelha, e chamaõ-se carnosas; porèm onde saõ
              mais compactas, e mais unidas entre si, naõ as penetra a parte vermelha do sangue, e
              parecem totalmente brancas, e se chamaõ tendinosas. (SANTUCCI, 1739, Anatomia do Corpo Humano, p. 325)",SANTUCCI,1739,Anatomia do Corpo Humano,325,anatomiasantucci
musculo,músculo,músculo,,1,"A parte carnosa do  musculo, que he a média, e mais
              crassa, chama-se ventre do mesmo  musculo, e a parte
              tendinosa constitùe os seus dous extremos, hum chamado cabeça, ou principio, outro
              fim, ou cauda; e estes extremos estaõ firmemente ligados a dous termos, que
              ordinariamente saõ ossos. (SANTUCCI, 1739, Anatomia do Corpo Humano, p. 325)",SANTUCCI,1739,Anatomia do Corpo Humano,325,anatomiasantucci
musculo,músculo,músculo,,1,"A parte carnosa do  musculo, que he a média, e mais
              crassa, chama-se ventre do mesmo  musculo, e a parte
              tendinosa constitùe os seus dous extremos, hum chamado cabeça, ou principio, outro
              fim, ou cauda; e estes extremos estaõ firmemente ligados a dous termos, que
              ordinariamente saõ ossos. (SANTUCCI, 1739, Anatomia do Corpo Humano, p. 325)",SANTUCCI,1739,Anatomia do Corpo Humano,325,anatomiasantucci
musculo,músculo,músculo,,1,"A acçaõ manifesta do musculo se faz no seu ventre, o
              qual só endurece na contracçaõ do mesmo musculo, e fazse
              mais branco; tambem muda a sua figura de tal sorte, que as fibras carnosas, que na
              relaxaçaõ do musculo se uniaõ entre si, formando com as
              suas extremidades hum angulo agudo, na contracçaõ fazem hum angulo recto, o qual se
              faz tanto mayor, quanto mais se tira de comprimento ao ventre do mesmo musculo. (SANTUCCI, 1739, Anatomia do Corpo Humano, p. 326)",SANTUCCI,1739,Anatomia do Corpo Humano,326,anatomiasantucci
musculo,músculo,músculo,,1,"A acçaõ manifesta do musculo se faz no seu ventre, o
              qual só endurece na contracçaõ do mesmo musculo, e fazse
              mais branco; tambem muda a sua figura de tal sorte, que as fibras carnosas, que na
              relaxaçaõ do musculo se uniaõ entre si, formando com as
              suas extremidades hum angulo agudo, na contracçaõ fazem hum angulo recto, o qual se
              faz tanto mayor, quanto mais se tira de comprimento ao ventre do mesmo musculo. (SANTUCCI, 1739, Anatomia do Corpo Humano, p. 326)",SANTUCCI,1739,Anatomia do Corpo Humano,326,anatomiasantucci
musculo,músculo,músculo,,1,"A acçaõ manifesta do musculo se faz no seu ventre, o
              qual só endurece na contracçaõ do mesmo musculo, e fazse
              mais branco; tambem muda a sua figura de tal sorte, que as fibras carnosas, que na
              relaxaçaõ do musculo se uniaõ entre si, formando com as
              suas extremidades hum angulo agudo, na contracçaõ fazem hum angulo recto, o qual se
              faz tanto mayor, quanto mais se tira de comprimento ao ventre do mesmo musculo. (SANTUCCI, 1739, Anatomia do Corpo Humano, p. 326)",SANTUCCI,1739,Anatomia do Corpo Humano,326,anatomiasantucci
musculo,músculo,músculo,,1,"A acçaõ manifesta do musculo se faz no seu ventre, o
              qual só endurece na contracçaõ do mesmo musculo, e fazse
              mais branco; tambem muda a sua figura de tal sorte, que as fibras carnosas, que na
              relaxaçaõ do musculo se uniaõ entre si, formando com as
              suas extremidades hum angulo agudo, na contracçaõ fazem hum angulo recto, o qual se
              faz tanto mayor, quanto mais se tira de comprimento ao ventre do mesmo musculo. (SANTUCCI, 1739, Anatomia do Corpo Humano, p. 326)",SANTUCCI,1739,Anatomia do Corpo Humano,326,anatomiasantucci
musculo,músculo,músculo,,1,"Porèm os extremos, ou os tendoens, posto que se naõ mudem sensivelmente na contracçaõ
              do musculo, com tudo saõ como cordeis, pelos quaes a
              força do  musculo, que està no seu centro, ou ventre,
              move as partes, que lhe saõ annexas, e as traz para si. (SANTUCCI, 1739, Anatomia do Corpo Humano, p. 326)",SANTUCCI,1739,Anatomia do Corpo Humano,326,anatomiasantucci
musculo,músculo,músculo,,1,"Porèm os extremos, ou os tendoens, posto que se naõ mudem sensivelmente na contracçaõ
              do musculo, com tudo saõ como cordeis, pelos quaes a
              força do  musculo, que està no seu centro, ou ventre,
              move as partes, que lhe saõ annexas, e as traz para si. (SANTUCCI, 1739, Anatomia do Corpo Humano, p. 326)",SANTUCCI,1739,Anatomia do Corpo Humano,326,anatomiasantucci
musculos,músculo,músculos,plural,1,"Com tudo, nem todos os musculos do corpo terminaõ no sobreditos tendões, mas só os que servem para mover os membros, ou os ossos, e estaõ atados aos mesmos
              ossos por huma, e outra parte, como os musculos dos articulos, que se chamaõ extensores, e flexores, e
              os que movem a cabeça, chamados motores, e estes ordinariamente constaõ de fibras
              compridas, e rectas, tambem de transversaes. (SANTUCCI, 1739, Anatomia do Corpo Humano, p. 326)",SANTUCCI,1739,Anatomia do Corpo Humano,326,anatomiasantucci
musculos,músculo,músculos,plural,1,"Com tudo, nem todos os musculos do corpo terminaõ no sobreditos tendões, mas só os que servem para mover os membros, ou os ossos, e estaõ atados aos mesmos
              ossos por huma, e outra parte, como os musculos dos articulos, que se chamaõ extensores, e flexores, e
              os que movem a cabeça, chamados motores, e estes ordinariamente constaõ de fibras
              compridas, e rectas, tambem de transversaes. (SANTUCCI, 1739, Anatomia do Corpo Humano, p. 327)",SANTUCCI,1739,Anatomia do Corpo Humano,327,anatomiasantucci
musculo,músculo,músculo,,1,"Porém os tendoens em nenhuma parte saõ mais compridos, e mais distinctos, que nos
              braços, e nas pernas, onde o ventre do musculo está mais
              afastado das partes, que se haõ de mover. (SANTUCCI, 1739, Anatomia do Corpo Humano, p. 327)",SANTUCCI,1739,Anatomia do Corpo Humano,327,anatomiasantucci
musculos,músculo,músculos,plural,1,"Nos outros  musculos,
              que se compoem de fibras circulares, e espiraes, e que naõ concorrem para dobrar, ou
              estender algum membro, mas para impellir algum liquido, ou apertar algum tubo, como no
              coraçaõ, e nos musculos
              chamados Sphincteres; ainda que appareça alguma porçaõ tendinosa, com tudo nem todas
              as fibras carnosas passaõ a substancia tendinosa, mas as mais dellas acabaõ em
              membrana, que cóbre o  musculo, como se fosse o seu
              tendaõ. (SANTUCCI, 1739, Anatomia do Corpo Humano, p. 327)",SANTUCCI,1739,Anatomia do Corpo Humano,327,anatomiasantucci
musculos,músculo,músculos,plural,1,"Nos outros  musculos,
              que se compoem de fibras circulares, e espiraes, e que naõ concorrem para dobrar, ou
              estender algum membro, mas para impellir algum liquido, ou apertar algum tubo, como no
              coraçaõ, e nos musculos
              chamados Sphincteres; ainda que appareça alguma porçaõ tendinosa, com tudo nem todas
              as fibras carnosas passaõ a substancia tendinosa, mas as mais dellas acabaõ em
              membrana, que cóbre o  musculo, como se fosse o seu
              tendaõ. (SANTUCCI, 1739, Anatomia do Corpo Humano, p. 327)",SANTUCCI,1739,Anatomia do Corpo Humano,327,anatomiasantucci
musculo,músculo,músculo,,1,"Nos outros  musculos,
              que se compoem de fibras circulares, e espiraes, e que naõ concorrem para dobrar, ou
              estender algum membro, mas para impellir algum liquido, ou apertar algum tubo, como no
              coraçaõ, e nos musculos
              chamados Sphincteres; ainda que appareça alguma porçaõ tendinosa, com tudo nem todas
              as fibras carnosas passaõ a substancia tendinosa, mas as mais dellas acabaõ em
              membrana, que cóbre o  musculo, como se fosse o seu
              tendaõ. (SANTUCCI, 1739, Anatomia do Corpo Humano, p. 327)",SANTUCCI,1739,Anatomia do Corpo Humano,327,anatomiasantucci
